YEAR,MO,DY,HR,PS,WS50M,RH2M,PRECTOTCORR,T2M
2021,1,29,2,94.1,4.83,65.5,0,13.37
2021,1,29,3,94.08,4.81,65,0,13.03
2021,1,29,4,94.1,4.72,65.06,0,12.73
2021,1,29,5,94.16,4.67,65.56,0,12.45
2021,1,29,6,94.26,4.56,66.19,0,12.48
2021,1,29,7,94.35,4.55,57.81,0,15.66
2021,1,29,8,94.43,3.99,43.12,0,18.4
2021,1,29,9,94.47,3.53,40.62,0,21.9
2021,1,29,10,94.44,3.05,35.25,0,25.76
2021,1,29,11,94.34,2.65,36.94,0,27.14
2021,1,29,12,94.22,2.1,37.88,0,27.91
2021,1,29,13,94.11,1.4,38.44,0,28.3
2021,1,29,14,94.05,0.75,39.06,0,28.23
2021,1,29,15,94.05,1.3,40.75,0,27.67
2021,1,29,16,94.07,2.34,47,0,26.31
2021,1,29,17,94.13,3.91,68.69,0,22.4
2021,1,29,18,94.2,4.97,72.12,0,20
2021,1,29,19,94.27,5.21,74.56,0,18.76
2021,1,29,20,94.3,4.88,76.25,0,17.76
2021,1,29,21,94.3,4.34,75.81,0,17.1
2021,1,29,22,94.27,3.94,73.25,0,16.73
2021,1,29,23,94.22,3.77,70.38,0,16.4
2021,1,30,0,94.18,3.54,67.5,0,16.14
2021,1,30,1,94.14,3.43,65.81,0,15.79
2021,1,30,2,94.12,3.49,65.69,0,15.33
2021,1,30,3,94.1,3.61,66.62,0,14.86
2021,1,30,4,94.12,3.86,69.06,0,14.3
2021,1,30,5,94.17,4.28,72.75,0,13.67
2021,1,30,6,94.24,4.81,76.31,0,13.35
2021,1,30,7,94.31,5.03,67.5,0,16.41
2021,1,30,8,94.37,4.34,55.88,0,19.17
2021,1,30,9,94.4,3.96,47.12,0,22.93
2021,1,30,10,94.37,3.45,40.75,0,26.06
2021,1,30,11,94.28,2.85,40.62,0,27.23
2021,1,30,12,94.16,2.18,40.12,0,27.92
2021,1,30,13,94.06,1.52,39.56,0,28.22
2021,1,30,14,94,0.96,39.25,0,28.19
2021,1,30,15,93.98,0.88,40,0,27.76
2021,1,30,16,94,1.57,44.5,0,26.69
2021,1,30,17,94.06,3.03,66.19,0,23.31
2021,1,30,18,94.13,4.26,69.69,0,20.82
2021,1,30,19,94.22,4.8,72.19,0,19.42
2021,1,30,20,94.25,4.9,73.94,0,18.4
2021,1,30,21,94.24,4.88,75.12,0,17.57
2021,1,30,22,94.21,4.94,75.69,0,16.87
2021,1,30,23,94.17,4.93,75.81,0,16.28
2021,1,31,0,94.14,4.77,75.5,0,15.8
2021,1,31,1,94.11,4.61,74.75,0,15.42
2021,1,31,2,94.1,4.49,74.38,0,15.04
2021,1,31,3,94.09,4.59,75.5,0,14.53
2021,1,31,4,94.11,4.95,78.06,0,13.89
2021,1,31,5,94.17,5.52,80.25,0,13.35
2021,1,31,6,94.24,6.12,80.81,0,13.19
2021,1,31,7,94.32,5.99,67.62,0,16.1
2021,1,31,8,94.39,5.06,57.81,0,18.8
2021,1,31,9,94.44,5.14,45.94,0,23.03
2021,1,31,10,94.41,4.4,39.62,0,25.96
2021,1,31,11,94.32,3.32,38.94,0,27.27
2021,1,31,12,94.21,2.26,38.31,0,28.07
2021,1,31,13,94.11,1.28,37.75,0,28.45
2021,1,31,14,94.05,0.48,37.88,0,28.36
2021,1,31,15,94.04,0.8,39.25,0,27.85
2021,1,31,16,94.07,1.74,45.12,0,26.64
2021,1,31,17,94.12,3.26,67.62,0,23.01
2021,1,31,18,94.21,4.51,70.06,0,20.69
2021,1,31,19,94.3,5.18,71.62,0,19.6
2021,1,31,20,94.35,5.32,72.25,0,18.9
2021,1,31,21,94.37,5.36,72.88,0,18.14
2021,1,31,22,94.34,5.53,73.25,0,17.43
2021,1,31,23,94.31,5.72,73.69,0,16.78
2021,2,1,0,94.27,6.04,74.38,0,16.12
2021,2,1,1,94.23,6.59,74.69,0,15.51
2021,2,1,2,94.21,7.24,74.12,0,15.02
2021,2,1,3,94.22,7.91,72.38,0,14.64
2021,2,1,4,94.25,8.46,69.31,0,14.3
2021,2,1,5,94.32,8.87,65.19,0,13.98
2021,2,1,6,94.42,9.02,61.19,0,13.76
2021,2,1,7,94.52,8.15,51.81,0,15.48
2021,2,1,8,94.61,6.79,45.5,0,18.26
2021,2,1,9,94.65,7.42,39.06,0,22.36
2021,2,1,10,94.62,7.56,34.62,0,25.62
2021,2,1,11,94.53,6.17,35.62,0,27.07
2021,2,1,12,94.42,4.89,36.5,0,27.92
2021,2,1,13,94.31,3.97,37.25,0,28.23
2021,2,1,14,94.24,3.44,37.62,0,28.2
2021,2,1,15,94.22,3.32,39,0,27.57
2021,2,1,16,94.23,3.53,47.88,0,26
2021,2,1,17,94.28,3.99,68.44,0,22.33
2021,2,1,18,94.34,4.77,68.75,0,20.36
2021,2,1,19,94.42,5.57,69.81,0,19.3
2021,2,1,20,94.47,6.15,70.25,0,18.4
2021,2,1,21,94.47,6.58,70.25,0,17.61
2021,2,1,22,94.47,7.05,69.44,0,16.87
2021,2,1,23,94.44,7.62,67.69,0,16.15
2021,2,2,0,94.4,8.22,64.88,0,15.54
2021,2,2,1,94.36,8.68,61.56,0,14.94
2021,2,2,2,94.33,9.03,58.19,0,14.41
2021,2,2,3,94.32,9.26,55.44,0,13.95
2021,2,2,4,94.34,9.39,53.81,0,13.54
2021,2,2,5,94.4,9.43,53.5,0,13.16
2021,2,2,6,94.49,9.36,53.88,0,13.01
2021,2,2,7,94.56,8.41,47.88,0,15.12
2021,2,2,8,94.62,7.01,43.88,0,18.13
2021,2,2,9,94.65,6.64,38.62,0,22.21
2021,2,2,10,94.63,6.05,32.62,0,25.67
2021,2,2,11,94.55,4.69,30.94,0,27.42
2021,2,2,12,94.45,3.82,30.69,0,28.13
2021,2,2,13,94.35,3.35,29.88,0,28.37
2021,2,2,14,94.26,3.1,29.56,0,28.13
2021,2,2,15,94.23,3.03,30.12,0,27.51
2021,2,2,16,94.23,3.03,36.12,0,26.09
2021,2,2,17,94.26,2.91,53.56,0,22.83
2021,2,2,18,94.32,3.13,50.62,0,21.26
2021,2,2,19,94.39,3.52,52.62,0,20.01
2021,2,2,20,94.43,3.9,54.62,0,18.77
2021,2,2,21,94.44,4.25,56.5,0,17.56
2021,2,2,22,94.42,4.61,58.44,0,16.37
2021,2,2,23,94.37,5.04,60.56,0,15.21
2021,2,3,0,94.32,5.59,62.25,0,14.15
2021,2,3,1,94.26,6.3,62.94,0,13.23
2021,2,3,2,94.22,6.93,62.62,0,12.52
2021,2,3,3,94.21,7.39,62.06,0,11.94
2021,2,3,4,94.23,7.78,61.06,0,11.49
2021,2,3,5,94.29,8.15,59.69,0,11.15
2021,2,3,6,94.36,8.56,57.62,0,11.24
2021,2,3,7,94.43,7.97,44.25,0,14.79
2021,2,3,8,94.49,6.15,38.06,0,18.06
2021,2,3,9,94.52,5.77,33.06,0,22.24
2021,2,3,10,94.5,5.67,24.19,0,26.09
2021,2,3,11,94.4,4.88,24,0,27.38
2021,2,3,12,94.28,4.14,24.88,0,28.05
2021,2,3,13,94.17,3.45,25.5,0,28.32
2021,2,3,14,94.09,2.73,26.5,0,28.16
2021,2,3,15,94.07,1.89,27.62,0,27.62
2021,2,3,16,94.1,1.05,31.81,0,26.62
2021,2,3,17,94.16,0.89,40.88,0,24.41
2021,2,3,18,94.23,1.8,43.81,0,22.27
2021,2,3,19,94.31,2.56,47.75,0,20.8
2021,2,3,20,94.35,2.91,49.44,0,19.65
2021,2,3,21,94.35,3.03,49.94,0,18.8
2021,2,3,22,94.32,3.13,50,0,18.02
2021,2,3,23,94.28,3.29,50.81,0,17.16
2021,2,4,0,94.24,3.5,52.25,0,16.3
2021,2,4,1,94.2,3.67,53.94,0,15.48
2021,2,4,2,94.17,4.01,56.94,0,14.51
2021,2,4,3,94.16,4.44,60.5,0,13.48
2021,2,4,4,94.2,4.91,63.56,0,12.55
2021,2,4,5,94.27,5.39,65.62,0,11.82
2021,2,4,6,94.37,5.85,66.81,0,11.55
2021,2,4,7,94.44,5.85,54.19,0,15.3
2021,2,4,8,94.49,4.53,42.75,0,18.48
2021,2,4,9,94.51,3.71,35.69,0,22.76
2021,2,4,10,94.47,3.44,27.31,0,26.33
2021,2,4,11,94.36,3.2,27.06,0,27.55
2021,2,4,12,94.24,2.84,27.62,0,28.22
2021,2,4,13,94.13,2.32,28.06,0,28.52
2021,2,4,14,94.05,1.79,28.75,0,28.45
2021,2,4,15,94.03,1.32,29.88,0,27.93
2021,2,4,16,94.04,1.15,34.56,0,26.88
2021,2,4,17,94.09,2.6,56.31,0,23.04
2021,2,4,18,94.15,3.78,61.25,0,20.26
2021,2,4,19,94.22,4.06,65.5,0,18.88
2021,2,4,20,94.26,3.84,67.88,0,17.95
2021,2,4,21,94.28,3.53,68.5,0,17.36
2021,2,4,22,94.27,3.22,67.62,0,16.97
2021,2,4,23,94.25,3.01,66.69,0,16.62
2021,2,5,0,94.22,2.91,66.5,0,16.23
2021,2,5,1,94.18,2.89,66.94,0,15.8
2021,2,5,2,94.14,3.02,68.5,0,15.24
2021,2,5,3,94.13,3.28,70.81,0,14.58
2021,2,5,4,94.15,3.54,73.25,0,13.94
2021,2,5,5,94.21,3.79,75.81,0,13.31
2021,2,5,6,94.27,4.15,78.81,0,12.93
2021,2,5,7,94.35,4.16,67.12,0,16.22
2021,2,5,8,94.41,3.32,55.44,0,19.09
2021,2,5,9,94.43,2.69,42.81,0,23.37
2021,2,5,10,94.38,1.37,37.88,0,25.77
2021,2,5,11,94.28,0.55,36.06,0,27.17
2021,2,5,12,94.16,1.65,35.25,0,27.92
2021,2,5,13,94.06,2.82,34.75,0,28.15
2021,2,5,14,93.98,3.73,35,0,27.87
2021,2,5,15,93.95,4.34,35.81,0,27.07
2021,2,5,16,93.97,5.03,44.06,0,25.23
2021,2,5,17,94.01,6.11,64.25,0,21.1
2021,2,5,18,94.07,6.66,69.94,0,18.65
2021,2,5,19,94.15,6.49,72.44,0,17.4
2021,2,5,20,94.19,6.16,73.81,0,16.33
2021,2,5,21,94.2,5.94,73.5,0,15.46
2021,2,5,22,94.18,5.78,72.06,0,14.76
2021,2,5,23,94.15,5.74,70.19,0,14.17
2021,2,6,0,94.11,5.78,68.31,0,13.62
2021,2,6,1,94.07,5.84,67.06,0,13.08
2021,2,6,2,94.04,5.99,66.75,0,12.54
2021,2,6,3,94.03,6.32,66.75,0,12
2021,2,6,4,94.06,6.87,66.19,0,11.58
2021,2,6,5,94.13,7.58,64.62,0,11.29
2021,2,6,6,94.21,8.23,61.25,0,11.43
2021,2,6,7,94.28,7.54,46.62,0,14.56
2021,2,6,8,94.34,6.2,40.31,0,17.84
2021,2,6,9,94.37,6.3,33.31,0,22.57
2021,2,6,10,94.35,5.35,32.06,0,25.56
2021,2,6,11,94.27,4.22,32.44,0,27.01
2021,2,6,12,94.18,3.4,31.75,0,27.85
2021,2,6,13,94.09,3,31.06,0,28.25
2021,2,6,14,94.02,2.98,30.44,0,28.3
2021,2,6,15,93.99,3.23,30.62,0,27.77
2021,2,6,16,94.01,3.63,36.12,0,26.4
2021,2,6,17,94.05,4.02,59.69,0,22.12
2021,2,6,18,94.1,4.67,61.06,0,19.72
2021,2,6,19,94.17,5.38,63.19,0,18.44
2021,2,6,20,94.21,5.93,64.88,0,17.37
2021,2,6,21,94.22,6.42,66.38,0,16.39
2021,2,6,22,94.2,6.97,67.56,0,15.52
2021,2,6,23,94.18,7.52,68.25,0,14.78
2021,2,7,0,94.15,8.03,68.38,0,14.18
2021,2,7,1,94.13,8.5,68.06,0,13.69
2021,2,7,2,94.12,8.85,67.31,0,13.3
2021,2,7,3,94.13,9.11,66.5,0,12.99
2021,2,7,4,94.16,9.24,65.69,0,12.69
2021,2,7,5,94.22,9.33,65.25,0,12.4
2021,2,7,6,94.3,9.3,64.38,0,12.32
2021,2,7,7,94.39,8.21,55.38,0,14.55
2021,2,7,8,94.46,7.23,47.06,0,18.08
2021,2,7,9,94.5,7.64,36.12,0,22.62
2021,2,7,10,94.47,6.58,31.88,0,25.27
2021,2,7,11,94.39,5.1,30.25,0,26.77
2021,2,7,12,94.3,3.78,29.12,0,27.68
2021,2,7,13,94.21,2.84,28.31,0,28.09
2021,2,7,14,94.14,2.39,27.75,0,28.09
2021,2,7,15,94.12,2.36,28.25,0,27.56
2021,2,7,16,94.13,2.53,33.31,0,26.33
2021,2,7,17,94.17,2.69,51.69,0,23.03
2021,2,7,18,94.23,3.08,50.69,0,21.16
2021,2,7,19,94.29,3.58,54.06,0,19.78
2021,2,7,20,94.35,4.16,57.62,0,18.41
2021,2,7,21,94.36,4.7,60.56,0,17.22
2021,2,7,22,94.35,5.15,62.56,0,16.22
2021,2,7,23,94.33,5.65,64,0,15.3
2021,2,8,0,94.31,6.28,64.88,0,14.45
2021,2,8,1,94.27,7,65,0,13.68
2021,2,8,2,94.24,7.61,64.56,0,13
2021,2,8,3,94.23,8.09,63.88,0,12.39
2021,2,8,4,94.26,8.47,63.19,0,11.87
2021,2,8,5,94.33,8.73,62.62,0,11.41
2021,2,8,6,94.41,8.93,61,0,11.44
2021,2,8,7,94.49,7.93,48.69,0,14.54
2021,2,8,8,94.54,6.55,42.38,0,17.92
2021,2,8,9,94.56,6.74,31.31,0,22.68
2021,2,8,10,94.52,5.91,25.06,0,25.76
2021,2,8,11,94.41,5.09,23.69,0,27.1
2021,2,8,12,94.3,4.68,22.38,0,28.01
2021,2,8,13,94.19,4.56,21.62,0,28.54
2021,2,8,14,94.12,4.51,21.06,0,28.6
2021,2,8,15,94.1,4.32,21.56,0,28.06
2021,2,8,16,94.13,3.9,27.69,0,26.56
2021,2,8,17,94.19,3.37,47.88,0,22.63
2021,2,8,18,94.24,3.43,44.25,0,20.87
2021,2,8,19,94.3,3.82,46.5,0,19.48
2021,2,8,20,94.34,4.26,48.94,0,18.01
2021,2,8,21,94.33,4.75,52.06,0,16.55
2021,2,8,22,94.31,5.35,55.25,0,15.14
2021,2,8,23,94.29,5.97,57.31,0,13.93
2021,2,9,0,94.25,6.62,58.12,0,12.95
2021,2,9,1,94.22,7.39,57.75,0,12.2
2021,2,9,2,94.19,8.25,56.38,0,11.65
2021,2,9,3,94.19,8.94,54.5,0,11.23
2021,2,9,4,94.21,9.32,53.06,0,10.87
2021,2,9,5,94.28,9.43,53.19,0,10.58
2021,2,9,6,94.35,9.4,54.12,0,10.83
2021,2,9,7,94.42,8.3,45.88,0,14.67
2021,2,9,8,94.45,6.43,43.44,0,18.48
2021,2,9,9,94.47,6.63,36,0,23.28
2021,2,9,10,94.43,5.24,27,0,26.38
2021,2,9,11,94.33,3.36,23.88,0,27.97
2021,2,9,12,94.22,2.23,22.38,0,28.87
2021,2,9,13,94.11,1.71,21.88,0,29.3
2021,2,9,14,94.04,1.52,21.5,0,29.29
2021,2,9,15,94.02,1.42,22.06,0,28.76
2021,2,9,16,94.04,1.47,25.44,0,27.72
2021,2,9,17,94.09,1.75,39.81,0,24.71
2021,2,9,18,94.15,2.33,40.19,0,22.56
2021,2,9,19,94.21,2.72,43.75,0,21.08
2021,2,9,20,94.23,2.76,44.25,0,20.15
2021,2,9,21,94.21,2.73,43.88,0,19.4
2021,2,9,22,94.18,2.75,43.44,0,18.76
2021,2,9,23,94.14,2.81,43,0,18.19
2021,2,10,0,94.1,2.93,43.44,0,17.53
2021,2,10,1,94.06,3.08,44.38,0,16.81
2021,2,10,2,94.03,3.35,46.38,0,15.9
2021,2,10,3,94.03,3.72,49.38,0,14.84
2021,2,10,4,94.07,4.3,53.44,0,13.6
2021,2,10,5,94.13,5.17,58.25,0,12.23
2021,2,10,6,94.18,6.18,60.69,0,11.62
2021,2,10,7,94.24,6.54,47.06,0,15.9
2021,2,10,8,94.29,5.14,34.5,0,19.46
2021,2,10,9,94.3,4.46,28.25,0,23.75
2021,2,10,10,94.25,3.74,20.19,0,27.56
2021,2,10,11,94.14,2.58,19.62,0,28.94
2021,2,10,12,94.04,1.4,19.25,0,29.65
2021,2,10,13,93.95,0.23,19.44,0,29.95
2021,2,10,14,93.9,0.75,19.62,0,29.9
2021,2,10,15,93.89,1.48,20.44,0,29.26
2021,2,10,16,93.91,2.2,25.25,0,27.83
2021,2,10,17,93.95,3.2,47.81,0,23.51
2021,2,10,18,94,3.77,49.62,0,20.85
2021,2,10,19,94.07,3.88,52.75,0,19.55
2021,2,10,20,94.13,3.95,56.06,0,18.35
2021,2,10,21,94.15,4,58.62,0,17.31
2021,2,10,22,94.15,3.86,58.94,0,16.62
2021,2,10,23,94.12,3.8,58.25,0,16.1
2021,2,11,0,94.08,3.96,58.44,0,15.44
2021,2,11,1,94.02,4.26,59.56,0,14.66
2021,2,11,2,93.97,4.67,60.75,0,13.92
2021,2,11,3,93.95,5.23,61.25,0,13.26
2021,2,11,4,93.95,5.66,60.94,0,12.76
2021,2,11,5,93.98,5.75,60.75,0,12.37
2021,2,11,6,94.05,5.77,60.88,0,12.37
2021,2,11,7,94.13,5.42,50.25,0,16.77
2021,2,11,8,94.18,4.28,34.25,0,20.39
2021,2,11,9,94.18,3.43,29.31,0,24.49
2021,2,11,10,94.14,2.82,21.69,0,28.23
2021,2,11,11,94.03,2.45,21.19,0,29.41
2021,2,11,12,93.93,1.89,20.62,0,30.11
2021,2,11,13,93.85,1.3,20.56,0,30.42
2021,2,11,14,93.79,0.95,20.62,0,30.34
2021,2,11,15,93.78,0.75,21.31,0,29.82
2021,2,11,16,93.8,0.61,26.44,0,28.62
2021,2,11,17,93.83,0.91,35.06,0,26.2
2021,2,11,18,93.89,2.01,39.06,0,23.66
2021,2,11,19,93.96,2.57,44.75,0,21.82
2021,2,11,20,94.03,2.66,48.69,0,20.52
2021,2,11,21,94.05,2.54,51.06,0,19.55
2021,2,11,22,94.05,2.39,51.44,0,18.89
2021,2,11,23,94.03,2.35,51.38,0,18.3
2021,2,12,0,94,2.41,51.75,0,17.66
2021,2,12,1,93.95,2.5,52.19,0,17.07
2021,2,12,2,93.92,2.69,53.25,0,16.41
2021,2,12,3,93.92,2.91,54.31,0,15.83
2021,2,12,4,93.96,3.11,55.69,0,15.27
2021,2,12,5,94.02,3.37,57.19,0,14.75
2021,2,12,6,94.09,3.82,61.06,0,14.26
2021,2,12,7,94.16,4.23,57.06,0,17.44
2021,2,12,8,94.21,3.73,39.94,0,20.56
2021,2,12,9,94.23,3.11,31.75,0,24.72
2021,2,12,10,94.19,2.51,26.06,0,28.08
2021,2,12,11,94.11,1.94,26.31,0,29.59
2021,2,12,12,94.02,1.11,26.69,0,30.31
2021,2,12,13,93.94,0.42,26.94,0,30.64
2021,2,12,14,93.87,0.62,27.25,0,30.5
2021,2,12,15,93.84,1.11,28.38,0,29.88
2021,2,12,16,93.85,1.85,33.38,0,28.54
2021,2,12,17,93.9,3.28,55.94,0,24.5
2021,2,12,18,93.97,4.3,59.44,0,21.8
2021,2,12,19,94.06,4.52,63.56,0,20.37
2021,2,12,20,94.12,4.47,68.06,0,19.07
2021,2,12,21,94.15,4.53,70.31,0,17.98
2021,2,12,22,94.14,4.59,69.75,0,17.15
2021,2,12,23,94.11,4.65,67.81,0,16.56
2021,2,13,0,94.07,4.71,66.25,0,16.08
2021,2,13,1,94.02,4.68,65.06,0,15.64
2021,2,13,2,94,4.48,63.94,0,15.3
2021,2,13,3,94.01,4.23,62.62,0,15.08
2021,2,13,4,94.03,3.95,61.25,0,14.92
2021,2,13,5,94.09,3.64,59.75,0,14.84
2021,2,13,6,94.16,3.39,59.38,0,14.98
2021,2,13,7,94.24,3.06,56.44,0,18
2021,2,13,8,94.31,2.44,38.06,0,20.95
2021,2,13,9,94.34,1.63,32.25,0,24.99
2021,2,13,10,94.3,1.35,27.06,0,28.37
2021,2,13,11,94.19,1.39,27.31,0,29.48
2021,2,13,12,94.1,1.32,27.25,0,30.15
2021,2,13,13,94.01,1.39,27.19,0,30.43
2021,2,13,14,93.93,1.54,27.44,0,30.35
2021,2,13,15,93.92,2.06,28.44,0,29.75
2021,2,13,16,93.95,3.13,34,0,28.26
2021,2,13,17,94,4.92,55.69,0,23.88
2021,2,13,18,94.07,6.07,62.25,0,21.04
2021,2,13,19,94.17,5.96,68.38,0,19.52
2021,2,13,20,94.24,5.14,74.25,0,18.31
2021,2,13,21,94.27,4.22,77.31,0,17.52
2021,2,13,22,94.25,3.51,76.25,0,17.19
2021,2,13,23,94.22,3.07,72.88,0,17.14
2021,2,14,0,94.19,2.83,69.69,0,17.08
2021,2,14,1,94.15,2.72,67.25,0,16.96
2021,2,14,2,94.11,2.67,65.94,0,16.78
2021,2,14,3,94.1,2.59,65.44,0,16.57
2021,2,14,4,94.11,2.56,65.12,0,16.21
2021,2,14,5,94.16,2.63,65.69,0,15.73
2021,2,14,6,94.23,2.7,67.5,0,15.48
2021,2,14,7,94.29,2.65,62.38,0,18.06
2021,2,14,8,94.33,2.37,48.38,0,20.78
2021,2,14,9,94.35,2.49,34,0,25.64
2021,2,14,10,94.31,2.07,30.06,0,28.02
2021,2,14,11,94.21,1.49,28.81,0,29.14
2021,2,14,12,94.1,1.07,28,0,29.89
2021,2,14,13,93.99,1.06,27.69,0,30.24
2021,2,14,14,93.92,1.37,28,0,30.18
2021,2,14,15,93.9,1.77,29,0,29.58
2021,2,14,16,93.92,2.61,34.56,0,28.19
2021,2,14,17,93.97,4.44,55.56,0,24.14
2021,2,14,18,94.06,5.75,62.31,0,21.42
2021,2,14,19,94.16,5.84,69.56,0,19.86
2021,2,14,20,94.23,5.09,76.31,0,18.58
2021,2,14,21,94.24,4.45,80.19,0,17.65
2021,2,14,22,94.22,4.11,81.19,0,17
2021,2,14,23,94.19,3.61,79.31,0,16.69
2021,2,15,0,94.14,3.41,76.38,0,16.56
2021,2,15,1,94.09,3.33,73.5,0,16.43
2021,2,15,2,94.04,3.27,71.62,0,16.2
2021,2,15,3,94.01,3.11,70.12,0,15.99
2021,2,15,4,94.03,2.77,68.62,0,15.87
2021,2,15,5,94.09,2.45,67.81,0,15.71
2021,2,15,6,94.15,2.37,68.94,0,15.55
2021,2,15,7,94.22,2.32,64.31,0,17.78
2021,2,15,8,94.27,1.91,50.81,0,20.42
2021,2,15,9,94.28,1.17,36.75,0,25.16
2021,2,15,10,94.24,0.46,32.69,0,27.51
2021,2,15,11,94.13,1.15,30.62,0,28.85
2021,2,15,12,94.01,1.97,29.69,0,29.55
2021,2,15,13,93.92,2.68,29.31,0,29.76
2021,2,15,14,93.85,3.38,29.75,0,29.58
2021,2,15,15,93.83,3.96,31.06,0,28.84
2021,2,15,16,93.84,4.73,37.62,0,27.15
2021,2,15,17,93.88,6.08,57.56,0,23.08
2021,2,15,18,93.94,7,65.69,0,20.49
2021,2,15,19,94.02,6.74,71.19,0,19.3
2021,2,15,20,94.09,5.93,76.88,0,18.19
2021,2,15,21,94.11,5.09,80.81,0,17.26
2021,2,15,22,94.1,4.46,82.88,0,16.55
2021,2,15,23,94.07,3.94,83.44,0,16.04
2021,2,16,0,94.02,3.55,82.88,0,15.68
2021,2,16,1,93.98,3.3,82.06,0,15.37
2021,2,16,2,93.93,3.15,81.12,0,15.1
2021,2,16,3,93.93,3.04,80.19,0,14.9
2021,2,16,4,93.96,2.86,79.12,0,14.77
2021,2,16,5,94.02,2.66,78.19,0,14.69
2021,2,16,6,94.1,2.47,77.88,0,14.84
2021,2,16,7,94.17,2.12,69.12,0,17.51
2021,2,16,8,94.23,1.91,54.75,0,20.8
2021,2,16,9,94.25,1.33,43.31,0,24.5
2021,2,16,10,94.2,0.19,36.88,0,27.15
2021,2,16,11,94.09,0.9,34.56,0,28.6
2021,2,16,12,93.97,1.7,33.31,0,29.37
2021,2,16,13,93.86,2.48,32.81,0,29.65
2021,2,16,14,93.78,3.25,33.31,0,29.45
2021,2,16,15,93.76,4.01,34.94,0,28.68
2021,2,16,16,93.78,5.07,40.44,0,27.05
2021,2,16,17,93.84,6.65,57.19,0,23.62
2021,2,16,18,93.94,7.53,68.12,0,21.27
2021,2,16,19,94.05,6.77,76.38,0,20.02
2021,2,16,20,94.12,5.78,84.19,0,18.82
2021,2,16,21,94.16,5,88.75,0,17.92
2021,2,16,22,94.15,4.35,91.06,0,17.26
2021,2,16,23,94.12,3.78,92.12,0,16.75
2021,2,17,0,94.07,3.35,92,0,16.4
2021,2,17,1,94.02,3.11,91,0,16.15
2021,2,17,2,93.98,3.04,89.88,0,15.91
2021,2,17,3,93.96,3.11,88.75,0,15.64
2021,2,17,4,93.97,3.24,87.62,0,15.37
2021,2,17,5,94.01,3.4,86.5,0,15.1
2021,2,17,6,94.09,3.6,84.88,0,15.16
2021,2,17,7,94.15,3.38,70.75,0,17.87
2021,2,17,8,94.21,3.91,53.62,0,21.44
2021,2,17,9,94.21,4.06,42.19,0,24.84
2021,2,17,10,94.16,3.38,38,0,26.98
2021,2,17,11,94.05,2.33,35.94,0,28.4
2021,2,17,12,93.93,1.32,34.81,0,29.29
2021,2,17,13,93.82,0.53,33.75,0,29.69
2021,2,17,14,93.73,0.44,33.44,0.01,29.69
2021,2,17,15,93.7,1.22,34.31,0,29.1
2021,2,17,16,93.73,2.47,39.25,0,27.72
2021,2,17,17,93.79,4.39,57.56,0,24.76
2021,2,17,18,93.88,5.54,64.06,0,22.8
2021,2,17,19,93.96,5.54,69.19,0,21.58
2021,2,17,20,94.04,5.05,76,0,20.32
2021,2,17,21,94.06,4.44,81.44,0,19.34
2021,2,17,22,94.06,3.93,84.88,0,18.65
2021,2,17,23,94.05,3.5,87.06,0,18.16
2021,2,18,0,94.02,3.17,87.75,0,17.83
2021,2,18,1,93.98,2.85,86.62,0.01,17.71
2021,2,18,2,93.96,2.68,84.69,0.02,17.63
2021,2,18,3,93.95,2.74,83.31,0.03,17.48
2021,2,18,4,93.99,3.23,84.06,0.03,17.02
2021,2,18,5,94.05,3.85,83.38,0.03,16.75
2021,2,18,6,94.13,4.23,81.38,0.02,16.87
2021,2,18,7,94.2,3.94,69.12,0.02,18.6
2021,2,18,8,94.26,3.71,58.62,0.15,20.97
2021,2,18,9,94.31,3.76,47.06,0.13,24.12
2021,2,18,10,94.28,3.75,41.44,0.18,26.34
2021,2,18,11,94.19,3.58,38.44,0.26,27.92
2021,2,18,12,94.08,3.37,36.94,0.28,28.96
2021,2,18,13,93.98,3.11,36.62,0.31,29.3
2021,2,18,14,93.91,2.74,37.38,0.31,28.86
2021,2,18,15,93.91,2.26,39.94,0.26,27.76
2021,2,18,16,93.94,1.8,45.38,0.14,26.8
2021,2,18,17,93.99,1.69,62.56,0.08,24.96
2021,2,18,18,94.06,2.41,66.88,0.05,23.23
2021,2,18,19,94.14,2.91,70.81,0.03,22.03
2021,2,18,20,94.19,2.89,74.56,0.07,21.13
2021,2,18,21,94.22,2.54,78.25,0.11,20.31
2021,2,18,22,94.21,1.95,82.25,0.27,19.68
2021,2,18,23,94.2,1.82,83.5,0.59,19.35
2021,2,19,0,94.18,3.29,85.62,1.11,19.03
2021,2,19,1,94.16,4.94,88,1.53,18.49
2021,2,19,2,94.15,6,89.19,1.43,18.01
2021,2,19,3,94.16,6.61,90.25,0.6,17.54
2021,2,19,4,94.19,7.49,90.5,0.19,17.09
2021,2,19,5,94.25,8,90.62,0.13,16.69
2021,2,19,6,94.34,8.14,90.12,0.09,16.59
2021,2,19,7,94.44,7.47,85.38,0.06,17.6
2021,2,19,8,94.51,7.82,71.31,0,19.83
2021,2,19,9,94.53,7.63,56.5,0.02,22.26
2021,2,19,10,94.48,6.46,49.62,0.03,24.26
2021,2,19,11,94.38,5.08,45.62,0.04,25.9
2021,2,19,12,94.28,4.03,43.5,0.04,26.81
2021,2,19,13,94.19,3.57,42.56,0.04,26.97
2021,2,19,14,94.14,3.63,42.75,0.04,26.47
