YEAR,MO,DY,HR,T2M,WS50M,WD50M,QV2M,PRECTOTCORR
2018,2,16,15,34.41,3.88,309.61,8.67,0
2018,2,16,16,32.91,5.18,311.94,8.67,0
2018,2,16,17,29.63,6.9,312.34,9.52,0
2018,2,16,18,26.7,7.72,320.01,9.83,0
2018,2,16,19,25.31,7.45,333.33,9.83,0
2018,2,16,20,24.09,6.61,347.64,9.83,0
2018,2,16,21,23.18,5.71,2.43,9.83,0
2018,2,16,22,22.48,5.12,15.86,9.58,0
2018,2,16,23,21.94,4.95,23.41,9.16,0
2018,2,17,0,21.37,4.64,35.96,8.73,0
2018,2,17,1,20.8,4.48,48.47,8.24,0
2018,2,17,2,20.26,4.47,55.67,7.75,0
2018,2,17,3,19.7,4.54,62.2,7.32,0
2018,2,17,4,19.15,4.64,71.75,7.02,0
2018,2,17,5,18.6,4.88,83.01,6.71,0
2018,2,17,6,18.47,5.33,90.08,6.59,0
2018,2,17,7,22.39,5.17,92.94,6.16,0
2018,2,17,8,25.87,3.55,90,5.86,0
2018,2,17,9,31.22,2.13,65.31,5.49,0
2018,2,17,10,33.8,1.29,22.83,5.55,0
2018,2,17,11,35.03,1.6,341.48,5.92,0
2018,2,17,12,35.75,2.3,325.93,6.16,0
2018,2,17,13,35.9,3.14,319.85,6.41,0
2018,2,17,14,35.47,4,317.53,6.53,0
2018,2,17,15,34.44,4.72,317.08,6.65,0
2018,2,17,16,32.8,5.26,316.44,6.9,0
2018,2,17,17,29.05,6.37,312.22,8.18,0
2018,2,17,18,25.69,6.98,316.22,9.09,0
2018,2,17,19,24.32,6.62,327.98,9.52,0
2018,2,17,20,23.22,5.85,342.58,9.7,0
2018,2,17,21,22.36,4.97,2.07,9.52,0
2018,2,17,22,21.68,4.62,24.4,9.03,0
2018,2,17,23,21.08,4.55,42.43,8.42,0
2018,2,18,0,20.58,4.63,54.27,7.75,0
2018,2,18,1,20.16,4.72,59.87,7.2,0
2018,2,18,2,19.73,4.82,60.82,6.77,0
2018,2,18,3,19.4,4.85,58.51,6.41,0
2018,2,18,4,19.02,4.98,62.23,6.1,0
2018,2,18,5,18.59,5.24,69.13,5.92,0
2018,2,18,6,18.56,5.81,77.98,5.8,0
2018,2,18,7,22.69,5.8,84.67,5.43,0
2018,2,18,8,26.17,4.1,84.53,5.19,0
2018,2,18,9,31.51,2.94,64.18,5.19,0
2018,2,18,10,34.21,1.54,64.21,5.25,0
2018,2,18,11,35.58,0.46,0.97,5.62,0
2018,2,18,12,36.25,1.61,305.31,5.86,0
2018,2,18,13,36.23,3.13,304.52,6.16,0
2018,2,18,14,35.6,4.23,305.92,6.35,0
2018,2,18,15,34.64,4.36,309.69,6.41,0
2018,2,18,16,33.17,4.4,312.62,6.53,0
2018,2,18,17,29.26,5.61,311.16,8.06,0
2018,2,18,18,25.88,6.31,318.01,8.42,0
2018,2,18,19,24.57,5.98,332.09,8.48,0
2018,2,18,20,23.55,5.59,347.89,8.54,0
2018,2,18,21,22.77,5.35,3.69,8.36,0
2018,2,18,22,22.17,5.3,20.7,7.93,0
2018,2,18,23,21.68,5.41,35.3,7.39,0
2018,2,19,0,21.27,5.5,45.81,6.84,0
2018,2,19,1,20.87,5.59,51.24,6.47,0
2018,2,19,2,20.49,5.46,55.97,6.29,0
2018,2,19,3,20.15,5.22,62.09,6.16,0
2018,2,19,4,19.85,5.13,68.39,6.04,0
2018,2,19,5,19.54,5.23,75.03,5.92,0
2018,2,19,6,19.58,5.42,81.62,5.92,0
2018,2,19,7,23.74,5.1,88.16,5.74,0
2018,2,19,8,27.21,3.38,91.85,5.25,0
2018,2,19,9,32.33,1.76,71.08,5.07,0
2018,2,19,10,34.72,0.76,58.43,5.07,0
2018,2,19,11,36.09,0.3,6.01,5.37,0
2018,2,19,12,36.8,0.47,320.44,5.68,0
2018,2,19,13,36.9,1.03,302.97,5.92,0
2018,2,19,14,36.44,2.01,298.75,6.23,0
2018,2,19,15,35.47,2.89,300.86,6.41,0
2018,2,19,16,33.85,3.93,302.9,6.71,0
2018,2,19,17,30.05,5.94,302.44,8.12,0
2018,2,19,18,26.51,6.72,308.54,9.03,0
2018,2,19,19,24.97,5.87,320.4,9.58,0
2018,2,19,20,23.8,4.77,336.96,9.95,0
2018,2,19,21,23.03,4.1,356.51,9.95,0
2018,2,19,22,22.43,3.98,12.81,9.7,0
2018,2,19,23,21.87,4.18,23.83,9.28,0
2018,2,20,0,21.33,4.53,30.24,8.79,0
2018,2,20,1,20.87,4.87,32.95,8.42,0
2018,2,20,2,20.47,5.14,35.16,8.06,0
2018,2,20,3,20.11,5.12,36.82,7.81,0
2018,2,20,4,19.79,4.96,42.19,7.57,0
2018,2,20,5,19.57,4.69,50.74,7.32,0
2018,2,20,6,19.73,4.46,60.74,7.14,0
2018,2,20,7,23.49,4.11,72.98,6.84,0
2018,2,20,8,26.83,3.09,78.49,6.41,0
2018,2,20,9,32.19,3.06,58.38,6.1,0
2018,2,20,10,34.93,2.32,53.9,5.68,0
2018,2,20,11,36.31,1.25,39.16,5.62,0
2018,2,20,12,36.99,0.93,339.27,5.8,0
2018,2,20,13,37.04,1.64,308.83,6.1,0
2018,2,20,14,36.49,2.53,304.43,6.41,0
2018,2,20,15,35.46,3.29,304.86,6.65,0
2018,2,20,16,33.76,4.37,304.37,7.08,0
2018,2,20,17,30.12,6.13,302.78,8.67,0
2018,2,20,18,26.67,6.81,308.43,10.13,0
2018,2,20,19,25.1,6.07,322.16,10.99,0
2018,2,20,20,23.83,5.19,341.13,11.54,0
2018,2,20,21,22.9,4.57,5.59,11.72,0
2018,2,20,22,22.19,4.62,29.73,11.54,0
2018,2,20,23,21.63,4.9,44.55,10.86,0
2018,2,21,0,21.21,4.94,51.35,9.77,0
2018,2,21,1,20.91,4.76,53.94,8.73,0
2018,2,21,2,20.69,4.51,52.32,7.93,0
2018,2,21,3,20.5,4.4,49.61,7.39,0
2018,2,21,4,20.25,4.49,51.22,7.02,0
2018,2,21,5,19.94,4.7,58.06,6.71,0
2018,2,21,6,19.99,4.97,67.91,6.59,0
2018,2,21,7,23.69,4.76,77.1,6.23,0
2018,2,21,8,27.03,3.31,76.49,5.86,0
2018,2,21,9,32.09,3.2,53.05,5.86,0
2018,2,21,10,34.7,2.6,50.86,5.68,0
2018,2,21,11,36.03,1.66,42.33,5.62,0
2018,2,21,12,36.74,1.17,7.27,5.8,0
2018,2,21,13,36.88,1.7,329.31,6.04,0
2018,2,21,14,36.47,2.56,321.2,6.29,0
2018,2,21,15,35.59,3.28,319.83,6.47,0
2018,2,21,16,34.12,4.14,316.3,6.84,0
2018,2,21,17,30.51,5.78,309.9,8.42,0
2018,2,21,18,27.09,6.89,314.31,9.46,0
2018,2,21,19,25.73,6.8,326.05,9.95,0
2018,2,21,20,24.59,6.42,339.34,10.19,0
2018,2,21,21,23.74,6.29,351.58,10.07,0
2018,2,21,22,23.05,6.27,2.93,9.89,0
2018,2,21,23,22.44,6.15,12.77,9.4,0
2018,2,22,0,21.92,5.96,20.17,8.67,0
2018,2,22,1,21.47,5.66,24.9,8.06,0
2018,2,22,2,21.1,5.44,26.79,7.57,0
2018,2,22,3,20.82,5.28,29.9,7.26,0
2018,2,22,4,20.57,5.11,38.04,7.02,0
2018,2,22,5,20.33,5.02,48.47,6.84,0
2018,2,22,6,20.45,5.08,61.31,6.77,0
2018,2,22,7,24.24,5.09,75.88,6.47,0
2018,2,22,8,27.71,4.17,81.93,6.23,0
2018,2,22,9,32.77,3.88,69.63,6.16,0
2018,2,22,10,35.4,2.96,64.99,6.04,0
2018,2,22,11,36.65,1.73,54.94,5.92,0
2018,2,22,12,37.31,1.05,358.73,6.04,0
2018,2,22,13,37.35,1.76,316.62,6.35,0
2018,2,22,14,36.97,2.36,311.24,6.65,0
2018,2,22,15,36.05,2.93,311.21,6.9,0
2018,2,22,16,34.46,4.17,309.15,7.26,0
2018,2,22,17,30.98,6.26,306.53,8.85,0
2018,2,22,18,27.62,6.98,313.14,10.19,0
2018,2,22,19,26.08,6.21,327.75,10.86,0
2018,2,22,20,24.9,5.25,343.24,11.05,0
2018,2,22,21,24.08,4.65,1.93,11.05,0
2018,2,22,22,23.48,4.54,23.34,10.74,0
2018,2,22,23,23.02,4.59,43.14,10.19,0
2018,2,23,0,22.63,4.62,57.92,9.46,0
2018,2,23,1,22.3,4.45,67.4,8.85,0
2018,2,23,2,22.08,4.21,68.44,8.36,0
2018,2,23,3,21.87,4.06,64.62,8,0
2018,2,23,4,21.62,4.02,62.04,7.69,0
2018,2,23,5,21.31,4.03,63.98,7.45,0
2018,2,23,6,21.25,4.18,73.26,7.39,0
2018,2,23,7,24.58,3.9,82.29,7.08,0
2018,2,23,8,27.99,2.43,82.81,6.59,0
2018,2,23,9,32.6,2.21,69.25,6.47,0
2018,2,23,10,35.31,1.76,84.64,6.35,0
2018,2,23,11,36.71,1.18,122.33,6.41,0
2018,2,23,12,37.44,1.12,181.2,6.59,0
2018,2,23,13,37.5,1.68,224.81,6.96,0
2018,2,23,14,36.89,2.54,249.11,7.32,0
2018,2,23,15,35.77,3.44,264.79,7.63,0
2018,2,23,16,34.02,4.67,277.6,8.12,0
2018,2,23,17,30.81,6.21,289.32,9.34,0
2018,2,23,18,27.75,6.34,301.08,10.68,0
2018,2,23,19,26.34,5.43,319.14,11.35,0
2018,2,23,20,25.34,4.67,344.17,11.66,0
2018,2,23,21,24.68,4.53,13.15,11.54,0
2018,2,23,22,24.16,4.88,35.88,10.99,0
2018,2,23,23,23.73,5.12,49.33,10.13,0
2018,2,24,0,23.37,5.12,58.42,9.28,0
2018,2,24,1,23.13,5.1,66.26,8.54,0
2018,2,24,2,22.92,4.94,68.67,8.18,0
2018,2,24,3,22.62,4.71,66.63,8,0
2018,2,24,4,22.21,4.84,67.41,7.93,0
2018,2,24,5,21.8,5.37,74.23,7.81,0
2018,2,24,6,21.9,6.24,83.17,7.63,0
2018,2,24,7,24.97,5.71,88.75,7.32,0
2018,2,24,8,28.23,3.78,88.82,7.26,0
2018,2,24,9,33.14,2.83,87.94,7.14,0
2018,2,24,10,35.58,1.63,111.9,6.96,0
2018,2,24,11,36.76,0.95,177.18,7.2,0
2018,2,24,12,37.39,1.36,233.39,7.45,0
2018,2,24,13,37.48,1.89,256.65,7.63,0
2018,2,24,14,37.11,2.46,272.73,7.81,0
2018,2,24,15,36.19,2.9,286.43,7.93,0
2018,2,24,16,34.72,3.75,296.51,8.12,0
2018,2,24,17,31.56,5.63,301.79,9.34,0
2018,2,24,18,28.38,6.59,311.63,10.19,0
2018,2,24,19,27.01,6.15,328.55,10.56,0
2018,2,24,20,25.94,5.68,351.78,10.5,0
2018,2,24,21,25.3,5.61,15.18,10.07,0
2018,2,24,22,24.9,5.64,31.58,9.58,0
2018,2,24,23,24.58,5.53,41.05,9.16,0
2018,2,25,0,24.3,5.36,45.35,8.79,0
2018,2,25,1,24.01,5.25,48.8,8.61,0
2018,2,25,2,23.68,5.14,51.91,8.42,0
2018,2,25,3,23.23,5.08,55.09,8.24,0
2018,2,25,4,22.75,5.31,60.57,8.12,0
2018,2,25,5,22.3,5.91,69.34,7.87,0
2018,2,25,6,22.36,6.74,80.06,7.63,0
2018,2,25,7,25.47,6.39,89.23,7.14,0
2018,2,25,8,28.84,5.49,98.93,6.96,0
2018,2,25,9,33.88,5.5,114.13,6.59,0
2018,2,25,10,36.37,4.97,126.44,6.41,0
2018,2,25,11,37.57,4.18,133.56,6.41,0
2018,2,25,12,38.31,2.95,142.98,6.35,0
2018,2,25,13,38.53,1.59,169.8,6.35,0
2018,2,25,14,38.14,1.01,236.31,6.53,0
2018,2,25,15,37.33,1.45,277.74,6.71,0
2018,2,25,16,35.92,2.37,286.65,7.08,0
2018,2,25,17,32.43,4.71,288.86,8.85,0
2018,2,25,18,29.05,5.92,299.64,9.83,0
2018,2,25,19,27.53,5.42,316.58,10.56,0
2018,2,25,20,26.33,4.75,334.28,10.8,0
2018,2,25,21,25.48,4.25,349.29,10.86,0
2018,2,25,22,24.89,3.85,1.63,10.68,0
2018,2,25,23,24.53,3.47,12.63,10.44,0
2018,2,26,0,24.25,3.24,25.08,10.07,0
2018,2,26,1,23.87,3.27,40.16,9.64,0
2018,2,26,2,23.42,3.44,59.53,9.16,0
2018,2,26,3,22.9,3.78,77.6,8.61,0
2018,2,26,4,22.32,4.33,91.03,8,0
2018,2,26,5,21.83,4.95,100.83,7.51,0
2018,2,26,6,21.9,5.44,108.41,7.26,0
2018,2,26,7,25.54,5.1,114.52,6.77,0
2018,2,26,8,28.99,3.7,120.47,6.65,0
2018,2,26,9,34.32,3.07,141,6.23,0
2018,2,26,10,36.73,2.59,148.8,5.92,0
2018,2,26,11,38.03,1.91,156.16,5.8,0
2018,2,26,12,38.63,1.12,180.4,5.8,0
2018,2,26,13,38.67,1.09,247.66,6.04,0
2018,2,26,14,38.19,2.01,278.04,6.41,0
2018,2,26,15,37.27,2.98,288.01,6.77,0
2018,2,26,16,35.69,4.38,291.12,7.2,0
2018,2,26,17,32.44,6.27,292.8,8.67,0
2018,2,26,18,29.03,6.95,302.6,10.07,0
2018,2,26,19,27.51,6.24,320.79,10.5,0
2018,2,26,20,26.4,5.51,342.77,10.38,0
2018,2,26,21,25.69,5.04,5.43,10.01,0
2018,2,26,22,25.22,4.91,25.83,9.46,0
2018,2,26,23,24.87,4.8,40.58,8.97,0
2018,2,27,0,24.61,4.6,49.55,8.67,0
2018,2,27,1,24.37,4.42,55.94,8.48,0
2018,2,27,2,24.07,4.39,64.85,8.3,0
2018,2,27,3,23.78,4.49,74.56,8.18,0
2018,2,27,4,23.33,4.95,83.48,8.12,0
2018,2,27,5,22.77,5.92,90.91,8,0
2018,2,27,6,22.86,7.13,96.23,7.75,0
2018,2,27,7,25.88,6.6,100.91,7.39,0
2018,2,27,8,29.6,5.66,108.16,7.2,0
2018,2,27,9,34.61,6.43,122.3,6.77,0
2018,2,27,10,37.1,5.84,131.15,6.53,0
2018,2,27,11,38.47,4.5,136.97,6.35,0
2018,2,27,12,39.26,2.81,141.22,6.04,0
2018,2,27,13,39.51,1.2,136.05,5.8,0
2018,2,27,14,39.24,0.17,70.71,5.8,0
2018,2,27,15,38.51,0.72,324.25,5.92,0
2018,2,27,16,37.12,1.72,310.77,6.23,0
2018,2,27,17,33.28,4.43,295.48,8.18,0
2018,2,27,18,29.55,6.2,302.29,9.4,0
2018,2,27,19,27.89,6.06,318.77,10.38,0
2018,2,27,20,26.62,5.65,337.65,10.68,0
2018,2,27,21,25.8,5.43,355.38,10.38,0
2018,2,27,22,25.25,5.33,10.55,9.64,0
2018,2,27,23,24.88,5.12,22.61,8.85,0
2018,2,28,0,24.58,4.66,37.45,8.18,0
2018,2,28,1,24.3,4.34,52.02,7.63,0
2018,2,28,2,23.96,4.29,64.23,7.26,0
2018,2,28,3,23.41,4.7,75.46,7.08,0
2018,2,28,4,22.8,5.62,86.73,6.9,0
2018,2,28,5,22.42,6.97,95.92,6.77,0
2018,2,28,6,22.8,8.19,103,6.65,0
2018,2,28,7,25.87,7.37,108.61,6.53,0
2018,2,28,8,29.58,6.05,113.82,6.59,0
2018,2,28,9,35.07,6.74,122.7,6.29,0
2018,2,28,10,37.79,6.18,129.2,6.1,0
2018,2,28,11,38.99,4.94,136.41,6.1,0
2018,2,28,12,39.69,3.52,147.79,5.98,0
2018,2,28,13,39.87,2.26,168.46,5.92,0
2018,2,28,14,39.34,1.74,203.23,6.04,0
2018,2,28,15,38.23,1.97,234.36,6.35,0
2018,2,28,16,36.49,3.03,253.99,7.02,0
2018,2,28,17,32.91,5.04,265.47,9.03,0
2018,2,28,18,29.17,5.56,274.43,11.29,0
2018,2,28,19,27.44,4.32,284.34,12.39,0
2018,2,28,20,26.29,2.71,301.67,12.76,0
2018,2,28,21,25.94,1.54,342.85,12.7,0
2018,2,28,22,25.48,1.54,42.12,12.27,0
2018,2,28,23,24.83,2.23,73.53,11.54,0
2018,3,1,0,24.3,2.81,87.61,10.68,0
2018,3,1,1,23.94,3.01,96.72,9.89,0
2018,3,1,2,23.94,2.63,102.55,9.28,0
2018,3,1,3,23.97,2.16,105.09,8.91,0
2018,3,1,4,23.89,1.83,103.8,8.67,0
2018,3,1,5,23.65,1.6,98.72,8.48,0
2018,3,1,6,23.56,1.75,93.85,8.42,0
2018,3,1,7,25.83,2.03,93.3,8.12,0
2018,3,1,8,29.67,1.21,69.23,7.32,0
2018,3,1,9,33.82,1.06,35.69,6.71,0
2018,3,1,10,36.17,0.6,33.9,6.41,0
2018,3,1,11,37.48,0.29,325.01,6.35,0
2018,3,1,12,38.22,0.82,286.02,6.41,0
2018,3,1,13,38.35,1.61,285.79,6.59,0
2018,3,1,14,37.98,2.15,286.66,6.84,0
2018,3,1,15,37.08,2.63,286.23,7.08,0
2018,3,1,16,35.59,3.37,286.71,7.51,0
2018,3,1,17,32.55,5.17,286.24,8.91,0
2018,3,1,18,29.12,6.12,289.91,10.74,0
2018,3,1,19,27.52,5.2,297.57,11.72,0
2018,3,1,20,26.26,3.76,310.61,12.33,0
2018,3,1,21,25.65,2.35,339.33,12.7,0
2018,3,1,22,25.18,1.95,35.03,12.82,0
2018,3,1,23,24.44,2.65,72.47,12.82,0
2018,3,2,0,23.93,3.21,90.14,12.51,0
2018,3,2,1,23.55,3.56,101.78,11.96,0
2018,3,2,2,23.3,3.42,109.76,11.29,0
2018,3,2,3,23.19,3.05,114.86,10.62,0
2018,3,2,4,23.17,2.69,115.67,10.13,0
2018,3,2,5,23.24,2.36,109.16,9.7,0
2018,3,2,6,23.51,2.16,97.05,9.34,0
2018,3,2,7,26.12,1.87,82.31,8.85,0
2018,3,2,8,29.93,1.62,21.24,8.24,0
2018,3,2,9,33.28,2.17,18.04,7.75,0
2018,3,2,10,35.65,1.8,28.57,7.2,0
2018,3,2,11,37.2,1.06,26.75,6.9,0
2018,3,2,12,38.07,0.74,331.53,6.9,0
2018,3,2,13,38.29,1.64,298.39,7.14,0
2018,3,2,14,37.86,2.85,296,7.51,0
2018,3,2,15,36.92,4.12,297.83,7.69,0
2018,3,2,16,35.35,5.65,300.22,7.93,0
2018,3,2,17,32.51,6.98,302.43,8.73,0
2018,3,2,18,29.31,6.85,309.63,9.77,0
2018,3,2,19,27.6,5.61,325.56,10.07,0
2018,3,2,20,26.4,4.12,351.61,9.95,0
2018,3,2,21,25.73,3.46,31.03,9.64,0
2018,3,2,22,25.22,3.67,63.43,9.16,0
2018,3,2,23,24.81,3.8,81.95,8.61,0
2018,3,3,0,24.49,3.53,95.98,8.24,0
2018,3,3,1,24.24,3.19,109.63,8.06,0
2018,3,3,2,24.01,2.83,117.41,8.06,0
2018,3,3,3,23.75,2.53,119.42,8.3,0
2018,3,3,4,23.44,2.41,117.56,8.54,0
2018,3,3,5,23.08,2.47,111.7,8.67,0
2018,3,3,6,22.99,2.67,102.53,8.61,0
2018,3,3,7,25.93,2.38,93.58,8.24,0
2018,3,3,8,29.57,1.53,44.38,7.26,0
2018,3,3,9,33.31,2.54,9.58,6.65,0
2018,3,3,10,35.86,2.71,356.03,6.35,0
2018,3,3,11,37.18,2.59,336.69,6.23,0
2018,3,3,12,37.8,2.78,315.91,6.35,0
2018,3,3,13,37.83,3.32,300.66,6.53,0
2018,3,3,14,37.4,3.95,295.04,6.65,0
2018,3,3,15,36.49,4.48,292.01,6.77,0
2018,3,3,16,35.03,5.11,288.82,6.9,0
2018,3,3,17,32.21,6.1,285.98,7.51,0
2018,3,3,18,28.63,6.1,289.36,8.61,0
2018,3,3,19,27.1,4.67,299.65,9.28,0
2018,3,3,20,26.33,2.89,312.7,9.64,0
2018,3,3,21,26.29,1.19,335.12,9.89,0
2018,3,3,22,25.7,0.63,81.47,10.25,0
2018,3,3,23,24.84,1.47,125.71,10.74,0
2018,3,4,0,24.15,2.02,142.38,11.29,0
2018,3,4,1,23.69,2.27,156,12.02,0
2018,3,4,2,23.36,2.09,170.12,12.76,0
2018,3,4,3,22.93,1.97,181.82,13.49,0
2018,3,4,4,22.48,2.06,181.74,14.16,0
2018,3,4,5,22.19,2.15,173.75,14.71,0
2018,3,4,6,22.4,2.29,161.69,15.08,0
2018,3,4,7,24.52,2.13,155.22,14.89,0
2018,3,4,8,27.53,1.26,147.88,12.15,0
2018,3,4,9,31.15,0.86,118.19,8.97,0
2018,3,4,10,34.03,0.13,183.37,7.57,0
2018,3,4,11,35.8,1.31,267.94,7.51,0
2018,3,4,12,36.44,2.48,271.81,7.81,0
2018,3,4,13,36.4,3.51,276.26,8.12,0
2018,3,4,14,35.87,4.12,280.82,8.36,0
2018,3,4,15,35.02,4.38,284.56,8.48,0
2018,3,4,16,33.67,4.65,289.14,8.54,0
2018,3,4,17,31.37,5.4,294.08,8.85,0
2018,3,4,18,28.29,5.88,301.75,9.46,0
2018,3,4,19,26.81,5.37,314.41,9.95,0
2018,3,4,20,25.63,4.78,326.34,10.31,0
2018,3,4,21,24.73,4.29,335.82,10.68,0
2018,3,4,22,23.97,3.87,342.74,11.11,0
2018,3,4,23,23.31,3.53,347.35,11.66,0
2018,3,5,0,22.76,3.25,351.71,12.15,0
2018,3,5,1,22.32,2.97,357.74,12.51,0
2018,3,5,2,21.87,2.96,4.84,12.82,0
2018,3,5,3,21.42,3.12,14.63,13,0
2018,3,5,4,21.05,3.28,27.36,12.88,0
2018,3,5,5,20.76,3.45,38.38,12.39,0
2018,3,5,6,21.15,3.65,44.83,11.72,0
2018,3,5,7,24.49,3.37,41.05,10.56,0
2018,3,5,8,28.32,3.5,24.85,8.54,0
2018,3,5,9,32.1,3.55,15.32,7.14,0
2018,3,5,10,34.61,2.93,1.99,7.2,0
2018,3,5,11,36.33,2.64,337.6,7.26,0
2018,3,5,12,37.26,3.11,316.22,7.51,0
2018,3,5,13,37.47,3.91,307.21,7.69,0
2018,3,5,14,36.99,4.71,305.75,7.81,0
2018,3,5,15,35.98,5.38,307.92,7.93,0
2018,3,5,16,34.42,6.13,312.11,8.06,0
2018,3,5,17,31.91,7.07,315,8.42,0
2018,3,5,18,28.8,7.28,321.14,9.22,0
2018,3,5,19,27.12,6.66,333.59,9.89,0
2018,3,5,20,25.76,5.82,346.19,10.25,0
2018,3,5,21,24.76,5.13,359.3,10.44,0
2018,3,5,22,23.94,4.71,13.62,10.5,0
2018,3,5,23,23.25,4.56,25.99,10.5,0
2018,3,6,0,22.68,4.52,33.58,10.19,0
2018,3,6,1,22.19,4.45,36.57,9.7,0
2018,3,6,2,21.87,4.5,36.53,9.16,0
2018,3,6,3,21.65,4.63,37.39,8.54,0
2018,3,6,4,21.44,4.8,41.11,8,0
2018,3,6,5,21.24,5.09,47.67,7.51,0
2018,3,6,6,21.71,5.46,55.61,7.2,0
2018,3,6,7,25.26,4.8,57.63,6.9,0
2018,3,6,8,29.58,4.34,46.82,6.59,0
2018,3,6,9,33.59,3.99,46.19,6.77,0
2018,3,6,10,36.22,2.94,51.91,6.65,0
2018,3,6,11,37.99,1.71,63.08,6.35,0
2018,3,6,12,39,0.51,98.88,6.41,0
2018,3,6,13,39.32,0.87,225.36,6.65,0
2018,3,6,14,38.83,1.65,255.44,6.96,0
2018,3,6,15,37.88,2.49,275.59,7.26,0
2018,3,6,16,36.31,3.97,288.93,7.63,0
2018,3,6,17,33.4,6.3,297.61,8.61,0
2018,3,6,18,29.99,7.09,307.65,9.83,0
2018,3,6,19,28.17,6.48,323.03,10.74,0
2018,3,6,20,27.01,6.07,339.65,11.11,0
2018,3,6,21,26.26,5.81,356.69,10.99,0
2018,3,6,22,25.63,5.61,14.19,10.38,0
2018,3,6,23,25.12,5.35,29.49,9.4,0
2018,3,7,0,24.9,4.96,40.53,8.36,0
2018,3,7,1,24.8,4.41,49.17,7.69,0
2018,3,7,2,24.73,3.88,53.27,7.32,0
2018,3,7,3,24.5,3.66,55.09,7.14,0
2018,3,7,4,23.98,3.75,59.86,7.08,0
2018,3,7,5,23.31,4.02,66.77,7.02,0
2018,3,7,6,23.29,4.27,74.95,7.02,0
2018,3,7,7,26.58,3.71,80.8,6.9,0
2018,3,7,8,30.4,2.52,90,6.47,0
2018,3,7,9,34.05,1.95,114.1,6.35,0
2018,3,7,10,36.59,1.79,150.41,6.23,0
2018,3,7,11,38.02,2.07,188.68,6.53,0
2018,3,7,12,38.58,2.59,217.39,7.08,0
2018,3,7,13,38.4,3.25,238.87,7.69,0
2018,3,7,14,37.58,4.15,254.6,8.18,0
2018,3,7,15,36.19,5.24,265.39,8.48,0
2018,3,7,16,34.07,6.38,273.72,8.97,0
2018,3,7,17,31.08,6.94,280.05,9.7,0
2018,3,7,18,28.2,5.94,281.99,11.05,0
2018,3,7,19,26.55,4.25,279.95,12.27,0
2018,3,7,20,25.49,2.74,273.6,12.94,0
2018,3,7,21,25.05,1.67,261.38,13.37,0
2018,3,7,22,24.73,1.03,246.74,13.55,0
2018,3,7,23,24.33,0.56,234.09,13.67,0
2018,3,8,0,23.98,0.13,234.46,13.67,0
2018,3,8,1,23.71,0.31,4.4,13.67,0
2018,3,8,2,23.42,0.74,2.44,13.61,0
2018,3,8,3,23.06,1.07,4.62,13.61,0
2018,3,8,4,22.76,1.25,15.26,13.55,0
2018,3,8,5,22.36,1.45,33.09,13.55,0
2018,3,8,6,22.33,1.75,50.26,13.43,0
2018,3,8,7,24.87,1.68,46.51,12.82,0
2018,3,8,8,27.9,1.62,30.77,11.17,0
2018,3,8,9,31.57,1.69,36.55,9.03,0
2018,3,8,10,35.29,1.29,39.36,7.51,0
2018,3,8,11,37.23,0.32,355.82,7.08,0
2018,3,8,12,38.07,1.16,261.11,7.32,0
2018,3,8,13,37.98,2.4,262.71,7.87,0
2018,3,8,14,37.16,3.59,270.75,8.36,0
2018,3,8,15,35.73,4.94,277.91,8.79,0
2018,3,8,16,33.48,6.33,284.21,9.46,0
2018,3,8,17,30.28,7.2,291.11,10.44,0
2018,3,8,18,27.38,6.48,299.38,11.72,0
2018,3,8,19,26.05,4.84,311.79,12.51,0
2018,3,8,20,25.1,3.38,328.22,12.88,0
2018,3,8,21,24.43,2.52,344.89,13,0
2018,3,8,22,24,2.08,351.6,13.12,0
2018,3,8,23,23.58,1.91,346.99,13.18,0
2018,3,9,0,23.12,1.94,340.98,13.31,0
2018,3,9,1,22.64,2.03,341.63,13.49,0
2018,3,9,2,22.19,2.21,351.67,13.67,0
2018,3,9,3,21.76,2.46,6.74,13.79,0
2018,3,9,4,21.27,2.84,21.77,13.85,0
2018,3,9,5,20.82,3.39,30.28,13.79,0
2018,3,9,6,21.29,3.92,33.94,13.55,0
2018,3,9,7,24.49,3.88,32.35,12.7,0
2018,3,9,8,28.48,4.13,27.39,10.62,0
2018,3,9,9,32.83,4.41,29.29,8.54,0
2018,3,9,10,36.12,3.9,29.55,7.57,0
2018,3,9,11,38.13,3,17.4,7.14,0
2018,3,9,12,39.1,2.66,347.43,7.32,0
2018,3,9,13,39.19,3.22,323.88,7.69,0
2018,3,9,14,38.57,3.91,313.06,8,0
2018,3,9,15,37.48,4.69,305.92,8.18,0
2018,3,9,16,35.73,5.98,301.22,8.42,0
2018,3,9,17,32.71,7.68,300.08,9.22,0
2018,3,9,18,29.36,7.59,304.93,10.5,0
2018,3,9,19,27.52,6.38,317.08,11.54,0
2018,3,9,20,26.4,5.3,332.34,12.27,0
2018,3,9,21,25.5,4.68,349.03,12.82,0
2018,3,9,22,24.8,4.53,4.35,13.37,0
2018,3,9,23,24.14,4.5,13.55,13.67,0
2018,3,10,0,23.51,4.33,15.59,13.73,0
2018,3,10,1,23.15,4.06,13.69,13.61,0
2018,3,10,2,22.93,3.8,14.52,13.37,0.01
2018,3,10,3,22.76,3.56,19.63,12.82,0.01
2018,3,10,4,22.79,3.41,27.97,12.02,0.01
